hs10,hs6,품목명,상위설명,영문품목명
3004600000,300460,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다),"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]","Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter"
3004901000,300490,항결핵제ㆍ구충제ㆍ항암제,"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다] > 기타","Anti-tuberculosis preparations, anthelmintic preparations and anti-cancer preparations"
3004909100,300490,아스피린제제,"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다] > 기타 > 기타",Preparations containing aspirin
3004909200,300490,항히스타민제제,"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다] > 기타 > 기타",Preparations containing antihistamines
3004909900,300490,기타,"의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다] > 기타 > 기타",Other
3005101000,300510,반창고,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 접착성 피복재와 접착층을 갖는 그 밖의 물품,Adhesive plasters
3005109000,300510,기타,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 접착성 피복재와 접착층을 갖는 그 밖의 물품,Other
3005901000,300590,탈지면,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 기타,Waddings
3005902000,300590,거즈,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 기타,Gauze
3005903000,300590,붕대,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 기타,Bandages
3005904000,300590,조제 드레싱과 습포제,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 기타,Prepared dressings and poultices
3005909000,300590,기타,탈지면ㆍ거즈ㆍ붕대와 이와 유사한 제품(예: 피복재ㆍ반창고ㆍ습포제)으로서 내과용ㆍ외과용ㆍ치과용ㆍ수의과용으로 사용하기 위하여 의료물질을 도포하거나 침투시킨 것이나 소매용 모양이나 포장을 한 것 > 기타,Other
3006101010,300610,살균한 외과용 캣거트(catgut),"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다) > 살균한 외과용 캣거트(catgut)와 이와 유사한 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다)",Sterile surgical catgut
3006101020,300610,살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다),"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다) > 살균한 외과용 캣거트(catgut)와 이와 유사한 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다)",Sterile suture materials (including sterile absorbable surgical or dental yarns)
3006102000,300610,살균한 외과용 수술상처의 봉합용 접착제,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Sterile tissue adhesives for surgical wound closure
3006103000,300610,살균한 라미나리아와 살균한 라미나리아의 텐트,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Sterile laminaria and sterile laminaria tents
3006104000,300610,살균한 외과용이나 치과용 흡수성 지혈제,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Sterile absorbable surgical or dental haemostatics
3006105010,300610,플라스틱으로 만든 것,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다) > 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Of plastics
3006105020,300610,메리야스 편물이나 뜨개질 편물로 만든 것,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다) > 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Of knitted or crocheted fabrics
3006105090,300610,기타,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다) > 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)",Other
3006301000,300630,엑스선 검사용 조영제,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 엑스선 검사용 조영제, 환자에 투여할 진단용 시약",Opacifying preparations for X-ray examination
3006302000,300630,진단용 시약(환자 투여용),"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 엑스선 검사용 조영제, 환자에 투여할 진단용 시약",Diagnostic reagents (designed to be administered to the patient)
3006401000,300640,치과용 시멘트,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 치과용 시멘트와 그 밖의 치과용 충전제, 뼈 형성용 시멘트",Dental cements
3006402000,300640,치과용 충전제,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 치과용 시멘트와 그 밖의 치과용 충전제, 뼈 형성용 시멘트",Dental fillings
3006403000,300640,뼈 형성용 시멘트,"의료용품(이 류의 주 제4호의 물품으로 한정한다) > 치과용 시멘트와 그 밖의 치과용 충전제, 뼈 형성용 시멘트",Bone reconstruction cements
3006500000,300650,구급상자와 구급대,의료용품(이 류의 주 제4호의 물품으로 한정한다),First-aid boxes and kits
3006600000,300660,제2937호의 호르몬과 그 밖의 제품이나 살정자제(殺精子劑)를 기본 재료로 하는 피임성의 화학조제품,의료용품(이 류의 주 제4호의 물품으로 한정한다),"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides"
3006700000,300670,외과수술이나 신체검사를 할 때 신체 각 부분의 윤활제로 사용되거나 신체와 의료기기 사이의 접착약품으로서 사람이나 수의약에 사용되는 겔(gel) 조제품,의료용품(이 류의 주 제4호의 물품으로 한정한다),Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
3006910000,300691,장루(腸瘻)용으로 인정되는 기구,의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타,Appliances identifiable for ostomy use
3006921010,300692,피부와 뼈(이식용으로 한정한다),의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타 > 폐(廢)의료용품 > 제3001호의 것,Skin and bone grafts
3006921090,300692,기타,의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타 > 폐(廢)의료용품 > 제3001호의 것,Other
3006922010,300692,"혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것",의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타 > 폐(廢)의료용품 > 제3002호의 것,"Preparations of blood fractions, and medications put up in measured doses or in forms or packings for retail sale"
3006922020,300692,헤모글로빈과 글로불린(globulin),의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타 > 폐(廢)의료용품 > 제3002호의 것,Haemoglobin and globulins
3006922031,300692,색시톡신(saxitoxin),의료용품(이 류의 주 제4호의 물품으로 한정한다) > 기타 > 폐(廢)의료용품 > 제3002호의 것 > 색시톡신(saxitoxin)과 리신(ricin),Saxitoxin
